ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMART25N000000136","문화시설","미술관","죽포미술관","경기","여주시","4167038024","산북면 명품리","4167038000","산북면","416704442039","경기도 여주시 산북면 고촌길 26-10","12600","다사949345","127.4426381","37.4100311","사립","2종","031-881-5905","2001.05.14","O","2002.05.08","경기-사립21-2002-06호","www.jpmuseum.co.kr","X",,"X","5,111","544","1,106",,,"48","32","150","연1회",,"365","550","2",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,,,,,,"1",,,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000137","문화시설","미술관","콩세유미술관","경기","파주시","4148035026","광탄면 용미리","4148035000","광탄면","414804418443","경기도 파주시 광탄면 세류길 7, 2층","10955","다사452712","126.8790262","37.73897564","사립","1종","031-949-0654","2021.08.24","O","2021.08.24","경기-사립13-2021-02호","conseilartmuseum.org","X",,"X","1,241","490","361",,"90","167","26","1,000","연2회","3","340","5,938","17","7,000","0","3,000","5,000","7,000",,"50","카페 음료구매","3세미만 65세이상","7,000","0","3,000","5,000","7,000",,"50","카페 음료구매","지원사업 전시","6","0","0",,,,,,,"3","2",,,,"1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000138","문화시설","미술관","포마자동차디자인미술관","경기","고양시","4128113200","향동동","4128166000","화전동","412813192100","경기도 고양시 덕양구 향뫼로 91","10546","다사467548","126.8964642","37.59181863","사립","1종","02-3158-4661","2016.03.15","O","2016.06.27","경기-사립13-2016-04호","foma.kr","X",,"X","2,836","1,483","626",,"130","167","51","1,000",,"6","303","577","2","10,000","5,000","5,000","7,000","10,000","20",,"고양신문사연계-다독다독캠페인 완료자 본인 무료, 동반어린이 50%","4세 미만","5,000","5,000","5,000","5,000","5,000",,,,"만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","22","0","0",,,,,,,"11","1","2","2","2",,"4",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000139","문화시설","미술관","한강뮤지엄","경기","남양주시","4136025023","와부읍 팔당리","4136025000","와부읍","413604391053","경기도 남양주시 와부읍 경강로 926번길 30","12277","다사767504","127.2366764","37.55345383","사립","1종","031-577-2977","2019.08.29","O","2019.08.29","경기-사립13-2019-03호","hangangmuseum.com","X",,"X","1,200","937","786",,"62","23","52","50","연2회","3","360","20,103","56",,,,,,,,,,"10,000","0","8,000","8,000","8,000","20","20","나이트뮤지엄 20:00이후 입장 20%, 동일 전시 입장시 20%, 군인 20% 할인","미취학 아동","12","0","0",,,,,,,"6","3","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000140","문화시설","미술관","한국미술관","경기","용인시","4146311300","마북동","4146357000","마북동","414633204029","경기도 용인시 기흥구 마북로 244-2","16891","다사673233","127.1319669","37.30896613","사립","1종","031-283-6418","1983.03.01","O","1993.02.11","경기-사립13-1993-02호","www.hartm.com","X",,"X","1,649","743","539",,"83","15","83","2,000","연3회","3","309","1,280","4","3,000","0","1,000","2,000","3,000","10","66","용인시민 1000원/ 청소년 이하 무료","65세 이상, 장애인 및 국가유공자","3,000","0","1,000","2,000","3,000","10","66","용인시민 1000원, 청소년 이하 무료","65세 이상, 장애인 및 국가유공자","10","0","0",,,,,,,"5","3","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000141","문화시설","미술관","한향림도자미술관","경기","파주시","4148032022","탄현면 법흥리","4148032000","탄현면","414804418865","경기도 파주시 탄현면 헤이리마을길 82-37","10859","다사296768","126.7011952","37.7889619","사립","1종","070-8872-0432","2018.10.12","O","2018.12.17","경기-사립13-2018-02호","hhlceramicmuseum.modoo.at","X",,"X","1,795","1,691","515",,"107","83","50",,"연3회","6","268","7,000","26","8,000","0","6,000","7,000","8,000","20","20","파주시민","70세 이상 노인","8,000","0","6,000","7,000","8,000","20","20","파주시민","70세 이상 노인","10","0","0",,,,,,,"5","1","1","1","1","1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000142","문화시설","미술관","해움미술관","경기","수원시","4111513200","교동","4111565000","매교동","411153176007","경기도 수원시 팔달구 매산로133, 4층","16463","다사570193","127.0149964","37.2722582","사립","1종","031-252-9194","2013.09.11","O","2013.09.11","경기-사립13-2013-13호","www.haeum.kr","X",,"X","387","307","293",,,"5",,,"연2회","3","193","2,250","12",,,,,,,,,"전체",,,,,,,,,"전체","8","0","0",,,,,,,"4","1",,,"1",,"2",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000143","문화시설","미술관","현대어린이책미술관 MOKA","경기","성남시","4113511000","백현동","4113565700","백현동","411354340519","경기도 성남시 분당구 판교역로 146번길 20","13529","다사656327","127.1120171","37.39279369","사립","1종","031-5170-3700","2015.08.21","O","2015.12.14","경기-사립13-2015-08호","www.hmoka.org","X",,"O","2,656","2,736","620",,"274","214","371","6,000","연4회","45","310","91,563","295",,,,,,,,,,"6,000","6,000","6,000","6,000","6,000","20%(15인 이상)","10%, 20%","현대백화점카드 결제(10%), 예술인패스카드(20%, 카드 소지자)","만 3세 미만의 어린이, 15인 이상 단체 인솔교사 1인, 만 65세 이상, 국가보훈대상자(국가유공상이자 1~3급) 및 보호자 1인, 중증 장애인 및 보호자 1인, 기초 수급 대상자, 문화누리카드소지자(최대4인)","42","0","0",,,,,,,"21","14",,,"7",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000144","문화시설","미술관","현대어린이책미술관 MOKA GARDEN","경기","남양주시","4136011200","다산동","4136054500","다산1동","413603351591","경기도 남양주시 다산순환로 50","12248","다사693574","127.1524291","37.61625793","사립","2종","031-8078-2900","2020.11.06","O","2020.12.18","경기-사립21-2020-09호","www.hmoka.org","O","무료","O","668","668","84",,"169","42","230","2,000","연2회","33","363","329,874","906",,,,,,,,,"전체",,,,,,,,,"전체","24","0","0",,,,,,,"12","3","4","4","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000145","문화시설","미술관","K&L 뮤지엄","경기","과천시","4129010500","과천동","4129055000","과천동","412903195014","경기도 과천시 과천동 뒷골 2로 19","13814","다사559395","127.0018017","37.45439481","사립","2종","02-502-5849","2023.06.15","O","2023.09.02","경기-사립21-2023-01호","www.kandlmuseum.com","X",,"O","549","354","284",,,"8","48","350","연8회","24","365","8,000","22",,,,,,,,,,"6,000","무료","3,000","3,000","3,000","50","20","장애인 무료, 과천시민/65세 이상","미취학 아동, 미술관 관계자, 예술인","8","0","0",,,,,,,"4","4",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000146","문화시설","미술관","DIMA 아트센터","경기","안성시","4155041027","삼죽면 진촌리","4155041000","삼죽면","415504424218","경기도 안성시 삼죽면 동아예대길 47 엔터테인먼트관 1층","17516","다바869959","127.3533373","37.06237083","대학","2종","031-670-6938","2013.02.28","O","2013.11.28","경기-대학21-2013-18호","art.dima.ac.kr","X",,"X","1,138,050","1,927","192",,"64","58","82",,"연2회","1","250","2,980","12",,,,,,,,,"전체",,,,,,,,,"전체","4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000147","문화시설","미술관","KUMA 계원예술대학교 미술관","경기","의왕시","4143010700","내손동","4143054000","내손1동","414303201007","경기도 의왕시 계원대학로 66","16038","다사541312","126.9818215","37.37947065","대학","2종","031-420-1735","2004.11.24","O","2013.04.22","경기-사립21-2013-03호","www.kaywon.ac.kr","X",,"X","325","479","479",,,"53",,,"연2회",,"300","3,000","10",,,,,,,,,"전체",,,,,,,,,,"4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000148","문화시설","미술관","갤러리 우촌(미술관)","경기","성남시","4113111300","상적동","4113164000","고등동","411313178030","경기도 성남시 수정구 적푸리로 9 (상적동)","13443","다사629372","127.0814784","37.43372945","대학","2종","031-724-1661","2013.10.18","O","2016.06.15","경기-대학21-2016-02호","www.sbg.ac.kr","X",,"X","165,000","3,171","495",,"370","140",,,"연3회","2","322","77,414","240","7,000","3,000","5,000","5,000","7,000","약28.5","약28.5","만65세 이상, 장애인(1~3급) 동반보호자 1명, 장애인(4~6급), 국가유공자, 의경 및 군인(사병)은 신분증을 제시하면 할인 입장이 되며, 36개월 미만의 단체관람은 유아 할인 금액을 적용","지역주민(적푸리마을 주민), 만3세(36개월)미만의 유아(단체는 해당 안됨), 장애인(1~3 급 본인에 한함), 신구대학교 교직원 및 재학생(신분증 제시)","7,000","3,000","5,000","5,000","7,000","약28.5","약28.5","만65세 이상, 장애인(1~3급) 동반보호자 1명, 장애인(4~6급), 국가유공자, 의경 및 군인(사병)은 신분증을 제시하면 할인입장, 36개월 미만의 단체관람은 유아 할인 금액 적용","지역주민(적푸리마을 주민), 만3세(36개월)미만의 유아 (단체는 해당 안됨), 장애인(1~3 급 본인에 한함), 신구대학교 교직원 및 재학생은 입장 하실 때 신분증을 제시하시면 무료 입장","4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000149","문화시설","미술관","강릉시립미술관","강원","강릉시","5115011000","교동","5115055000","교1동","421504461063","강원특별자치도 강릉시 화부산로 40번길 46 (교동)","25504","마사225743","128.8908531","37.76055328","공립","1종","033-640-4271","2013.07.01","O","2013.04.16","강원-공립13-2013-02호","www.gn.go.kr/mu","X",,"X","2,729","917","506",,"23","56","13",,"연4회","9","224","26,054","116",,,,,,,,,"전체",,,,,,,,,,"3","6","2",,,,"1",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000150","문화시설","미술관","공립인제내설악미술관","강원","인제군","5181032023","북면 한계리","5181032000","북면","428104499126","강원특별자치도 인제군 북면 예술인촌길 66-12","24607","라아660164","128.2534447","38.14548209","공립","1종","033-463-4081","2012.10.06","O","2013.09.23","강원-공립13-2013-54호","www.inama.co.kr","X",,"X","666","804","419",,"50","18","57","360","연4~5회","5","310","8,262","27",,,,,,,,,"전체",,,,,,,,,"전체","3","1","0",,"2",,"1",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000151","문화시설","미술관","양구군립 박수근미술관","강원","양구군","5180025032","양구읍 정림리","5180025000","양구읍","428003232006","강원특별자치도 양구군 양구읍 박수근로 265-15","24549","라아422107","127.9816158","38.09617511","공립","1종","033-480-7226","2002.10.25","O","2003.02.28","강원-공립13-2003-263호","www.parksookeun.or.kr","X",,"X","53,507","4,863","2,578",,"278","128","86","750","연8회","10","315","38,407","122","6,000","0","3,000","3,000","6,000","50(20인이상)","30(다자녀가정)","호수문화권, 접경지역, 시군주민 및 관내용사 50%
(김포,강화, 웅진,파주,연천, 춘천, 철원, 홍천, 화천, 고성, 인제, 양구)","65세 이상 무료, 장애인(본인1, 보호자1인)무료, 경증(본인무료) 기초수급자, 국가유공자","6,000","0","3,000","3,000","6,000","50(20인이상)","30(다자녀가정)","호수문화권, 접경지역, 시군주민 및 관내용사 50%
(김포,강화, 웅진,파주,연천, 춘천, 철원, 홍천, 화천, 고성, 인제, 양구)","65세 이상 무료, 장애인(본인1, 보호자1인)무료, 경증(본인무료) 기초수급자, 국가유공자","4","1","0","3",,"1",,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000152","문화시설","미술관","진부령미술관","강원","고성군","5181032024","북면 용대리","5181032000","북면","428203013059","강원특별자치도 인제군 북면 진부령로 663","24605","라아751298","128.3586283","38.26543679","공립","미등록","033-681-7667","2004.12.20","X","미등록","미등록","gwgs.go.kr/tour/index.do","X",,"X","1,807","964","634",,,,,,"연9회",,"271","9,989","37",,,,,,,,,"전체",,,,,,,,,"전체","3","1","1","1",,,"1",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000153","문화시설","미술관","춘천미술관","강원","춘천시","5111010700","옥천동","5111058000","소양동","421103218018","강원특별자치도 춘천시 서부대성로 71","24264","라사203869","127.7313736","37.88237413","공립","미등록","033-241-1856","2000.12.21","X","미등록","미등록","ccart.or.kr","X",,"X","3,579","372","256",,,"24",,,"연7회","7","322","15,134","47",,,,,,,,,"전체",,,,,,,,,,"1","0","0",,,,"1",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000154","문화시설","미술관","KT&G 상상마당 춘천 아트갤러리","강원","춘천시","5111012500","삼천동","5111067500","강남동","421104454446","강원특별자치도 춘천시 스포츠타운길 399번길 25","24239","라사177859","127.7021312","37.87361574","사립","1종","070-7586-0539","2014.08.25","O","2017.08.25","강원-사립13-2017-03호","www.sangsangmadang.com","X",,"X","12,914","3,873","178",,"176","76","18","1,668","연2회","14","302","58,082","192",,,,,,,,,"전체",,,,,,,,,"전체","32","0","0",,,,,,,"16","3","2","2","1","1","7",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000155","문화시설","미술관","국제현대미술관","강원","영월군","5175025025","영월읍 삼옥리","5175025000","영월읍","427504481124","강원특별자치도 영월군 영월읍 삼옥길 31","26223","라사893126","128.5069046","37.20840182","사립","1종","033-375-2752","2000.11.02","O","2012.12.31","강원-사립13-2012-41호","www.ywmuseum.com/museum/index.do?museum_no=15","X",,"X","9,203","846","515",,"90","66","60","500","연3회","21","310","8,508","27","5,000","3,000","4,000","4,000","5,000","20","50","영월군민","장애2급 이상","5,000","3,000","4,000","4,000","5,000",,,,,"10","0","0",,,,,,,"5","1","1","1","1",,"1",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000156","문화시설","미술관","내설악백공미술관","강원","인제군","5181032024","북면 용대리","5181032000","북면","428104499223","강원특별자치도 인제군 북면 황태길 245","24605","라아754240","128.3622434","38.21337936","사립","1종","033-461-2780","2011.08.07","O","2011.08.07","강원-사립13-2011-03호","www.baekgong.com","X",,"X","18,178","854","650",,,"20",,,"연2회",,"300","1,000","3",,,,,,,,,"전체",,,,,,,,,,"2","0","0",,,,,,,"1",,,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000157","문화시설","미술관","뮤지엄 산(청조갤러리)","강원","원주시","5113033026","지정면 월송리","5113033000","지정면","421304457706","강원특별자치도 원주시 지정면 오크밸리2길 260","26357","라사286351","127.8234091","37.41533258","사립","1종","033-730-9000~1","2013.05.12","O","2012.06.29","강원-사립13-2012-33호","www.museumsan.org","O","무료","O","71,172","11,602","686",,"362","149","35","3,524","연2회","24","322","279,713","869","22,000","0","14,000","14,000","22,000","20","20","강원도민, 경로, 장애인, 국가유공자, 예술인패스(20%) 할인","미취학 아동",,,,,,,,,,"102","0","0",,,,,,,"51","22",,,,"29",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000158","문화시설","미술관","바우지움조각미술관","강원","고성군","5182033033","토성면 원암리","5182033000","토성면","428204502492","강원특별자치도 고성군 토성면 원암온천3길 37","24768","라아888240","128.5151879","38.2123919","사립","1종","033-632-6632","2015.06.20","O","2018.11.19","강원-사립13-2018-07호","www.bauzium.co.kr","X",,"X","914","914","404",,"123","48","27",,"연5회","5","313","20,000","64","13,000 (커피제공)","5,000 (36개월 이상)","7,000","7,000","13,000 (커피제공)","10,000 (20인 이상, 커피는 제공되지않음)","1,000원 할인","65세 이상, 고성 지역주민 할인, 미취학아동, 학교 단체 체험프로그램 목적 방문 시 입장료 무료","36개월 미만 유아",,,,,,,,"상설전시티켓으로 기획전시관람","상설전시티켓으로 기획전시관람","10","0","0",,,,,,,"5","1",,,"1","3",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000159","문화시설","미술관","석봉도자기미술관","강원","속초시","5121010600","교동","5121056000","교동","422103223008","강원특별자치도 속초시 엑스포로 156","24838","라아947225","128.5825097","38.19796125","사립","1종","033-638-7711","1997.10.02","O","1997.10.02","강원-사립13-1997-02호","www.dogong.net","O","2,000","X","1,334","2,107","1,313",,"414","131","130","1,105",,"25","300","7,000","23",,,,,,,,,"전체",,,,,,,,,,"8","0","0",,,,,,,"4","2","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000160","문화시설","미술관","오랜미래신화미술관(휴관)","강원","원주시","5113025024","문막읍 취병리","5113025000","문막읍","511303219053","강원특별자치도 원주시 문막읍 취병로 711","26360","라사238279","127.7697485","37.35008342","사립","1종","033-746-5256","2008.10.25","O","2015.10.15","강원-사립13-2015-04호","myth-art.net","X",,"X","995","351","153",,"20","20",,,,,"0","-","-","5,000","3,000","3,000","3,000","5,000",,,,,,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000161","문화시설","미술관","월산미술관","강원","동해시","5117012400","삼화동","5117065000","삼화동","421703221048","강원특별자치도 동해시 삼화로 520","25746","마사345416","129.0213334","37.46393685","사립","미등록","033-534-8855","2016.06.04","X","미등록","미등록","https://blog.naver.com/wsart88","X",,"X","1,850","1,454","341",,"198","30",,,"10회",,"330","3,123","9",,,,,,,,,"전체",,,,,,,,,"전체","0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000162","문화시설","미술관","이상원미술관","강원","춘천시","5111036026","사북면 지암리","5111036000","사북면","421104454776","강원특별자치도 춘천시 사북면 화악지암길 99","24200","라사068964","127.5784205","37.96828295","사립","미등록","033-255-9001","2014.10.18","X","미등록","미등록","www.lswmuseum.com","X",,"X","4,084","2,336","1,571",,"103","82",,,"2~3회","15","357","26,061","73","6,000","0","4,000","4,000","6,000","30~50","10","춘천시 및 제휴기관 연계할인","미취학아동","6,000","0","4,000","4,000","6,000","30~50","10","춘천시 및 제휴기관 연계할인","미취학아동","6","0","0",,,,,,,"3","1",,,"2",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000163","문화시설","미술관","일현미술관(휴관)","강원","양양군","5183032021","손양면 동호리","5183032000","손양면","428303235012","강원특별자치도 양양군 손양면 선사유적로 359","25042","마아034073","128.6789561","38.06055636","사립","1종","033-670-8450","2006.03.30","O","2007.01.24","강원-사립13-2007-05호","www.ilhyunmuseum.or.kr","X",,"X","6,200","2,000","4,454",,"50","16",,,,,"0","-","-",,,,,,,,,,,,,,,,,,,"2","0","0",,,,,,,"1",,,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000164","문화시설","미술관","장길환미술관","강원","강릉시","5115011500","견소동","5115059000","송정동","421503220050","강원특별자치도 강릉시 해안로 10","25556","마사270759","128.943099","37.77446485","사립","1종","033-661-3413","2020.11.15","O","2020.12.28","강원-사립13-2020-01호","changkilhwanartmuseum.com","X",,"X","1,430","2,265","626",,"121","43","121","1,392","연2회","2","341","28,246","83","10,000","5,000","5,000","8,000","10,000","20","10","국가유공자, 경로",,"10,000","5,000","5,000","8,000","10,000","20","10",,,"8","0","0",,,,,,,"4","1","1","1",,,"1",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000165","문화시설","미술관","정선507미술관","강원","정선군","5177025030","정선읍 광하리","5177025000","정선읍","427703229029","강원특별자치도 정선군 정선읍 동강로 2914","26133","라사997297","128.6267073","37.36136796","사립","2종","02-507-5755","2019.03.31","O","2019.06.20","강원-사립21-2019-01호","www.museum507.org","X",,"X",,"562","562",,"200","34",,,"연3회","6","200","3,000","15",,,,,,,,,"전체",,,,,,,,,,"10","0","0",,,,,,,"5","2",,,"1",,"2",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000166","문화시설","미술관","피움미술관","강원","고성군","5182032030","죽왕면 야촌리","5182032000","죽왕면","428204502370","강원특별자치도 고성군 죽왕면 곡실평길 330","24749","라아865345","128.490162","38.30723197","사립","미등록","033-631-0030","2020.11.20","X","미등록","미등록",,"X",,"X","1,600","2,840","1,600",,"280","80","270",,"연7회","10","365","1,950","5",,,,,,,,,"전체",,,,,,,,,"전체","6","0","0",,,,,,,"3",,,,"2",,"1",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000167","문화시설","미술관","하슬라미술관","강원","강릉시","5115034028","강동면 정동진리","5115034000","강동면","421503220032","강원특별자치도 강릉시 강동면 율곡로 1441","25631","마사329683","129.0078439","37.70545838","사립","1종","033-644-9411","2003.10.20","O","2007.07.09","강원-사립12-2007-04호","www.museumhaslla.com","X",,"O","108,596","284","177",,,"21","12","300","연1회","10","365","311,000","852","17,000","11,000","11,000","13,000","17,000","10",,"국가유공자, 장애인",,,,,,,,,,,"8","0","0",,,,,,,"4","2","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000168","문화시설","미술관","관아갤러리","충북","충주시","4313010100","성내동","4313051500","성내.충인동","431304514085","충청북도 충주시 관아5길 10","27388","라바388858","127.9360859","36.97007574","공립","미등록","043-850-3910","2005.07.12","X","미등록","미등록","www.chungju.go.kr/culture/index.do","X",,"X","873","730","200",,,,,,,,"265","1,000","4",,,,,,,,,,,,,,,,,,,"1","0","0",,,"1",,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000169","문화시설","미술관","진천군립 생거판화미술관","충북","진천군","4375025028","진천읍 장관리","4375025000","진천읍","437503245005","충청북도 진천군 진천읍 백곡로 1504-10","27843","다바924747","127.4148854","36.87095956","공립","1종","043-539-3607","2010.09.16","O","2014.01.07","충북-공립13-2014-01호","www.jincheon,go.kr","X",,"X","4,120","1,538","357",,"219","63","12",,"연4회","7","310","23,058","74",,,,,,,,,,"5,000","0","0","0","5,000",,,,"진천군민, 65세 이상","2","2","0",,,,"2",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000170","문화시설","미술관","청주시립미술관","충북","청주시","4311210100","사직동","4311252000","사직2동","431124511993","충청북도 청주시 서원구 충렬로 18번길 50","28654","다바980485","127.4782984","36.6347177","공립","1종","043-201-2644","2016.07.01","O","2018.01.09","충북-공립13-2018-01호","cmoa.cheongju.go.kr","X",,"X","9,134","4,910","1,641",,"196","174","69","3,592","연5회","11","222","25,894","117","1,000","0","0","0","1,000","30",,"청주시민 50%할인","청주시립미술관 관리ㆍ운영 조례 제8조 각 호의 어느 하나에 해당하는 사람

1. 국빈, 외교사절단 및 그 수행자
2. 6세이하의 어린이, 65세 이상 노인
3. 학술연구 및 공무수행
4. 장애인복지법에 따른 장애인
5. 국가유공자 등 예우 및 지원에 관한 법률에 따른 국가유공자 등(8개법령)
6. 그 밖에 미술관 운영상 특별히 필요하다고 시장이 인정하는 사람","1,000","0","0","0","1,000","30",,"청주시민 50% 할인","청주시립미술관 관리ㆍ운영 조례 제8조 각 호의 어느 하나에 해당하는 사람

1. 국빈, 외교사절단 및 그 수행자
2. 6세이하의 어린이, 65세 이상 노인
3. 학술연구 및 공무수행
4. 장애인복지법에 따른 장애인
5. 국가유공자 등 예우 및 지원에 관한 법률에 따른 국가유공자 등(8개법령)
6. 그 밖에 미술관 운영상 특별히 필요하다고 시장이 인정하는 사람","16","9","4",,"3","6","3",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000171","문화시설","미술관","청주시립미술관 분관(대청호미술관)","충북","청주시","4311135021","문의면 문산리","4311135000","문의면","431113240025","충청북도 청주시 상당구 문의면 대청호반로721(문의문화재단지내)","28208","다바994343","127.4937195","36.50711307","공립","1종","043-201-0911","2004.10.02","O","2007.03.02","충북-공립13-2007-01호","cmoa.cheongju.go.kr/daecheongho/index.do","X",,"X","4,900","1,411","446",,"116","132",,,"연3회","6","210","28,906","138",,,,,,,,,,"1,000","500","500","800","1,000","20","50","청주시민 50% 할인","문의문화재단지 입장객","13","2","1",,"1",,"1",,"10",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
