facility_type,ID,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,FCLTY_LO,FCLTY_LA,OPNNG_DE,OPNNG_DE_RAW,OPNNG_DE_PRECISION,OPNNG_DAY_CO,BASE_DE,LAST_CHG_DE,LND_AR_VALUE,EDC_FCLTY_AR_VALUE,DATA_SPCE_AR_VALUE,NMPR_CO,QUALF_HOLD_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,PRFSN_CO,PRVATE_VLNTER_CO,DATA_CO,TOT_PROGRM_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,MOBILE_PROVD_AT,SOUND_PROVD_AT,HMPG_ADDR,TEL_NO,OPNNG_DAY_CO_IQR_OUTLIER,LND_AR_VALUE_IQR_OUTLIER,EDC_FCLTY_AR_VALUE_IQR_OUTLIER,DATA_SPCE_AR_VALUE_IQR_OUTLIER,NMPR_CO_IQR_OUTLIER,QUALF_HOLD_CO_IQR_OUTLIER,GNRL_GVRNM_EMP_CO_IQR_OUTLIER,CNTRCT_EMP_CO_IQR_OUTLIER,PUBLIC_VLNTER_CO_IQR_OUTLIER,ARTGR_EMP_CO_IQR_OUTLIER,PRFSN_CO_IQR_OUTLIER,PRVATE_VLNTER_CO_IQR_OUTLIER,DATA_CO_IQR_OUTLIER,TOT_PROGRM_CO_IQR_OUTLIER,VIEWNG_NMPR_CO_IQR_OUTLIER,DAY_AVRG_VIEWNG_NMPR_CO_IQR_OUTLIER,IQR_OUTLIER_FLAG_COUNT,OPNNG_YEAR,BASE_YEAR,OPERATING_YEARS,REGION_GROUP,SIDO_SIGUNGU,LOG1P_LND_AR_VALUE,LOG1P_EDC_FCLTY_AR_VALUE,LOG1P_DATA_SPCE_AR_VALUE,LOG1P_NMPR_CO,LOG1P_DATA_CO,LOG1P_TOT_PROGRM_CO,LOG1P_VIEWNG_NMPR_CO,LOG1P_DAY_AVRG_VIEWNG_NMPR_CO
박물관,KCDMMUS23N000000123,성신여자대학교박물관,서울,성북구,돈암동,동선동,127.0221456,37.59165248,1966-09-01,1966.09.01,day,262.0,2025-03-27,2025-03-27,281.0,,34.0,,,,,,7.0,,,5446.0,5.0,4223.0,16.0,X,X,museum.sungshin.ac.kr,02-920-7324,False,False,,False,,,,,,False,,,False,False,False,False,0,1966,2025,59,수도권,서울 성북구,5.641907070938114,,3.5553480614894135,,8.602820277383675,1.791759469228055,8.348537825386098,2.833213344056216
박물관,KCDMMUS23N000000124,성신여자대학교 자연사박물관,서울,강북구,미아동,미아동,127.0271242,37.632038,2011-11-23,2011.11.23,day,196.0,2025-03-27,2025-03-27,999.0,87.0,,,,,,,2.0,,,1788.0,12.0,1677.0,9.0,X,X,museum.sungshin.ac.kr,02-920-2057,False,False,False,,,,,,,False,,,False,False,False,False,0,2011,2025,14,수도권,서울 강북구,6.907755278982137,4.477336814478207,,,7.489412083508719,2.5649493574615367,7.425357887027151,2.302585092994046
박물관,KCDMMUS23N000000125,성신여자대학교 정원박광훈복식박물관,서울,강북구,미아동,미아동,127.0271242,37.632038,2011-11-23,2011.11.23,day,196.0,2025-03-27,2025-03-27,999.0,137.0,,,,,,,2.0,,,69.0,4.0,1927.0,10.0,X,X,museum.sungshin.ac.kr,02-920-2657,False,False,False,,,,,,,False,,,False,False,False,False,0,2011,2025,14,수도권,서울 강북구,6.907755278982137,4.927253685157205,,,4.248495242049359,1.6094379124341003,7.564238475170491,2.3978952727983707
박물관,KCDMMUS23N000000126,세종대학교 박물관(휴관),서울,광진구,군자동,군자동,127.0731836,37.55160931,1973-05-05,1973.05.05,day,,2025-03-27,2025-03-27,1247.0,,311.0,,,,,,1.0,,,6370.0,,,,X,X,museum.sejong.ac.kr,02-3408-3876,,False,,True,,,,,,False,,,False,,,,1,1973,2025,52,수도권,서울 광진구,7.129297548929373,,5.7430031878094825,,8.759511722116487,,,
박물관,KCDMMUS23N000000127,숙명여자대학교박물관,서울,용산구,청파동2가,청파동,126.9650744,37.54547408,2004-05-11,2004.05.11,day,213.0,2025-03-27,2025-03-27,1168.0,411.0,,,,,,,2.0,,17.0,,4.0,1951.0,9.0,X,X,www.home.sookmyung.ac.kr/museum/index.do,02-710-9134,False,False,False,,,,,,,False,,False,,False,False,False,0,2004,2025,21,수도권,서울 용산구,7.063903961472068,6.021023349349527,,,,1.6094379124341003,7.5766097669730375,2.302585092994046
박물관,KCDMMUS23N000000128,숙명여자대학교 정영양자수박물관,서울,용산구,청파동2가,청파동,126.9650744,37.54547408,1971-06-10,1971.06.10,day,206.0,2025-03-27,2025-03-27,1168.0,411.0,,,,,,,1.0,,,,5.0,1621.0,8.0,X,X,home.sookmyung.ac.kr/sites/chungyoungyang/index.do,02-710-9134,False,False,False,,,,,,,False,,,,False,False,False,0,1971,2025,54,수도권,서울 용산구,7.063903961472068,6.021023349349527,,,,1.791759469228055,7.3914152346753585,2.1972245773362196
박물관,KCDMMUS23N000000129,숭실대학교 한국기독교박물관,서울,동작구,상도동,상도1동,126.9551579,37.49642897,1967-10-10,1967.10.10,day,261.0,2025-03-27,2025-03-27,3161.0,50.0,81.0,,,,,,3.0,2.0,,29829.0,3.0,18083.0,69.0,X,O,museum.ssu.ac.kr,02-820-0752,False,False,False,False,,,,,,False,False,,True,False,False,False,1,1967,2025,58,수도권,서울 동작구,8.058960017769417,3.9318256327243257,4.406719247264253,,10.303269877508795,1.3862943611198906,9.802782848414497,4.248495242049359
박물관,KCDMMUS23N000000130,연세대학교박물관,서울,서대문구,신촌동,신촌동,126.9439162,37.56605084,1928-01-01,1928,year,289.0,2025-03-27,2025-03-27,1583.0,136.0,128.0,,,,,,4.0,1.0,,10800.0,7.0,40460.0,140.0,X,X,museum.yonsei.ac.kr,02-2123-3340,False,False,False,False,,,,,,False,False,,False,False,False,False,0,1928,2025,97,수도권,서울 서대문구,7.367708572374371,4.919980925828125,4.859812404361672,,9.287394001418473,2.0794415416798357,10.608093826184968,4.948759890378168
박물관,KCDMMUS23N000000131,이화여자대학교박물관,서울,서대문구,대현동,충현동,126.9502888,37.56446452,1935-04-06,1935.04.06,day,207.0,2025-03-27,2025-03-27,4400.0,212.2,186.3,,,,,,7.0,,23.0,36000.0,4.0,18344.0,89.0,O,X,museum.ewha.ac.kr,02-3277-3152,False,False,False,False,,,,,,False,,False,True,False,False,False,1,1935,2025,90,수도권,서울 서대문구,8.38958706681109,5.362230692291689,5.2327116094500425,,10.491301994830229,1.6094379124341003,9.817112336789382,4.499809670330265
박물관,KCDMMUS23N000000132,이화여자대학교 자연사박물관,서울,서대문구,대현동,충현동,126.9502888,37.56446452,1969-11-20,1969.11.20,day,282.0,2025-03-27,2025-03-27,246.0,92.0,35.0,,,,,,1.0,2.0,10.0,14000.0,10.0,11293.0,40.0,X,X,nhm.ewha.ac.kr,02-3277-4700,False,False,False,False,,,,,,False,False,False,False,False,False,False,0,1969,2025,56,수도권,서울 서대문구,5.5093883366279774,4.532599493153256,3.58351893845611,,9.546884034617925,2.3978952727983707,9.332026890232783,3.713572066704308
박물관,KCDMMUS23N000000133,한양대학교박물관,서울,성동구,사근동,사근동,127.0466112,37.55450355,1978-12-01,1978.12.01,day,290.0,2025-03-27,2025-03-27,4000.0,418.0,116.0,,,,,,8.0,2.0,,25821.0,36.0,32957.0,113.0,X,X,museumuf.hanyang.ac.kr,02-2220-1394~6,False,False,False,False,,,,,,False,False,,True,True,False,False,2,1978,2025,47,수도권,서울 성동구,8.294299608857235,6.037870919922137,4.762173934797756,,10.158982120734663,3.6109179126442243,10.402989302570676,4.736198448394496
박물관,KCDMMUS23N000000134,국립일제강제동원역사관,부산,남구,대연동,대연4동,129.0920701,35.12450497,2015-12-10,2015.12.10,day,310.0,2025-03-27,2025-03-27,75465.0,1130.0,270.0,8.0,2.0,,3.0,2341.0,,,,12646.0,9.0,114826.0,370.0,O,X,www.fomo.or.kr,051-629-8600,False,True,True,True,False,False,,False,True,,,,False,False,False,False,4,2015,2025,10,경상권,부산 남구,11.231437502681775,7.030857476116121,5.602118820879701,2.1972245773362196,9.445175311879977,2.302585092994046,11.651181926852017,5.916202062607435
박물관,KCDMMUS23N000000135,국립해양박물관,부산,영도구,동삼동,동삼1동,129.0802449,35.07856342,2012-07-09,2012.07.09,day,263.0,2025-03-27,2025-03-27,45386.0,598.0,1459.0,1.0,,,1.0,,,,,50519.0,22.0,769484.0,2926.0,O,O,www.mmk.or.kr,051-309-1900,False,True,True,True,False,,,False,,,,,True,False,True,True,6,2012,2025,13,경상권,부산 영도구,10.722980999412945,6.395261598115449,7.286191714702382,0.6931471805599453,10.830124576464428,3.1354942159291497,13.55347673889369,7.9817332866918855
박물관,KCDMMUS23N000000136,동삼동패총전시관,부산,영도구,동삼동,동삼2동,129.0797882,35.07122916,2002-04-24,2002.04.24,day,312.0,2025-03-27,2025-03-27,484.0,,41.6,1.0,,2.0,,,,,,2300.0,3.0,8341.0,27.0,X,X,museum.busan.go.kr/dongsam/index,051-403-1193,False,False,,False,False,,False,,,,,,False,False,False,False,0,2002,2025,23,경상권,부산 영도구,6.184148890937483,,3.751854253275325,0.6931471805599453,7.741099090035366,1.3862943611198906,9.02905827475689,3.332204510175204
박물관,KCDMMUS23N000000137,복천박물관,부산,동래구,복천동,복산동,129.091213,35.20873558,1996-10-05,1996.10.05,day,312.0,2025-03-27,2025-03-27,56334.0,177.0,48.0,5.0,,7.0,,25.0,,,,18882.0,13.0,91405.0,293.0,X,X,museum.busan.go.kr,051-554-4263,False,True,False,False,False,,False,,False,,,,True,False,False,False,2,1996,2025,29,경상권,부산 동래구,10.939071290598266,5.181783550292085,3.8918202981106265,1.791759469228055,9.846017325381577,2.6390573296152584,11.423066400801892,5.683579767338681
박물관,KCDMMUS23N000000138,부산근현대역사관(휴관),부산,중구,대청동2가,대청동,129.0311595,35.10267057,2003-07-03,2003.07.03,day,311.0,2025-03-27,2025-03-27,5146.0,,468.64,21.0,12.0,12.0,,18.0,,,,10950.0,16.0,93211.0,300.0,X,X,www.busan.go.kr/mmch,051-607-8021,False,False,,True,False,True,False,,False,,,,False,False,False,False,2,2003,2025,22,경상권,부산 중구,8.546169299652755,,6.151966443762011,3.091042453358316,9.301186055275759,2.833213344056216,11.442631747750228,5.707110264748875
박물관,KCDMMUS23N000000139,부산광역시립박물관,부산,남구,대연동,대연4동,129.0929417,35.1295556,1978-07-11,1978.07.11,day,312.0,2025-03-27,2025-03-27,29437.0,1569.0,150.0,24.0,1.0,16.0,,55.0,,,,41157.0,18.0,130339.0,417.7532051,O,X,museum.busan.go.kr/busan/index,051-610-7111,False,False,True,False,True,False,False,,False,,,,True,False,False,False,3,1978,2025,47,경상권,부산 남구,10.290041635752532,7.358830898342354,5.017279836814924,3.2188758248682006,10.625173597902494,2.9444389791664403,11.777901699886371,6.037281737080134
박물관,KCDMMUS23N000000140,부산시민공원역사관,부산,부산진구,범전동,부전1동,129.0558398,35.16554267,2014-05-01,2014.05.01,day,311.0,2025-03-27,2025-03-27,471518.0,,,1.0,,1.0,,,,,,823.0,4.0,18125.0,58.0,X,X,www.busan.go.kr/citizenpark,051-888-6851,False,True,,,False,,False,,,,,,False,False,False,False,1,2014,2025,11,경상권,부산 부산진구,13.06371467716846,,,0.6931471805599453,6.714170529909472,1.6094379124341003,9.805102650614726,4.07753744390572
박물관,KCDMMUS23N000000141,부산어촌민속관,부산,북구,화명동,화명3동,129.0084538,35.23375269,2007-02-23,2007.02.23,day,312.0,2025-03-27,2025-03-27,10177.0,112.6,,4.0,2.0,,,,,,,,24.0,57441.0,184.0,X,X,www.busan.go.kr/sea/onfolkintro,051-550-8880,False,False,False,,False,False,,,,,,,,False,False,False,0,2007,2025,18,경상권,부산 북구,9.227983807148778,4.732683506287051,,1.6094379124341003,,3.2188758248682006,10.958531022057445,5.220355825078324
박물관,KCDMMUS23N000000142,부산영화체험박물관,부산,중구,동광동3가,동광동,129.033592,35.10169228,2017-07-04,2017.07.04,day,309.0,2025-03-27,2025-03-27,4469.0,404.0,,2.0,,,,,,,,,6.0,125000.0,405.0,O,O,www.busanbom.kr,051-715-4200,False,False,False,,False,,,,,,,,,False,False,False,0,2017,2025,8,경상권,부산 중구,8.405143687607614,6.003887067106539,,1.0986122886681098,,1.9459101490553132,11.736077016252437,6.0063531596017325
박물관,KCDMMUS23N000000143,부산해양자연사박물관,부산,동래구,온천동,온천1동,129.0756476,35.22196011,1994-06-10,1994.06.10,day,312.0,2025-03-27,2025-03-27,12563.0,473.0,74.0,4.0,3.0,13.0,,,,,,1795.0,8.0,118002.0,378.0,O,X,www.busan.go.kr/sea/index,051-553-4944,False,False,False,False,False,True,False,,,,,,False,False,False,False,1,1994,2025,31,경상권,부산 동래구,9.438590860658538,6.161207321695077,4.31748811353631,1.6094379124341003,7.493317248862145,2.1972245773362196,11.678465326853438,5.937536205082426
박물관,KCDMMUS23N000000144,사상생활사박물관,부산,사상구,삼락동,삼락동,128.9787269,35.1720257,2016-05-06,2016.05.06,day,306.0,2025-03-27,2025-03-27,837.0,75.0,,1.0,1.0,1.0,,22.0,,,,,31.0,7723.0,25.0,X,X,www.sasang.go.kr/lmuseum/index.sasang,051-310-5136,False,False,False,,False,False,False,,False,,,,,True,False,False,1,2016,2025,9,경상권,부산 사상구,6.731018100482083,4.330733340286331,,0.6931471805599453,,3.4657359027997265,8.952087643548404,3.258096538021482
박물관,KCDMMUS23N000000145,임시수도기념관,부산,서구,부민동3가,부민동,129.0175964,35.10375,1984-06-25,1984.06.25,day,311.0,2025-03-27,2025-03-27,4774.0,,,2.0,,3.0,,,,,,1191.0,5.0,40803.0,131.0,X,X,www.busan.go.kr/monument,051-244-6345,False,False,,,False,,False,,,,,,False,False,False,False,0,1984,2025,41,경상권,부산 서구,8.471149252914831,,,1.0986122886681098,7.083387847625295,1.791759469228055,10.61653539480241,4.882801922586371
박물관,KCDMMUS23N000000146,정관박물관,부산,기장군,정관읍 방곡리,정관읍,129.1850535,35.32684965,2015-01-26,2015.01.26,day,312.0,2025-03-27,2025-03-27,20196.0,255.0,56.38,3.0,,3.0,,12.0,,,,3764.0,16.0,54950.0,176.0,X,X,museum.busan.go.kr/jeonggwan,051-720-6900,False,False,False,False,False,,False,,False,,,,False,False,False,False,0,2015,2025,10,경상권,부산 기장군,9.913289357508388,5.545177444479562,4.049695810553219,1.3862943611198906,8.233503140233994,2.833213344056216,10.914197158028326,5.176149732573829
박물관,KCDMMUS23N000000147,록봉민속교육박물관(휴관),부산,강서구,천성동,가덕도동,128.8135834,35.03152966,2011-11-26,2011.11.26,day,,2025-03-27,2025-03-27,9928.0,30.0,,,,,,,2.0,1.0,,,,,,X,X,www.rogbong.co.kr,051-892-5597,,False,False,,,,,,,False,False,,,,,,0,2011,2025,14,경상권,부산 강서구,9.203215047033595,3.4339872044851463,,,,,,
박물관,KCDMMUS23N000000148,범어사 성보박물관(휴관),부산,금정구,청룡동,청룡노포동,129.0676208,35.28304264,2003-03-26,2003.03.26,day,,2025-03-27,2025-03-27,505.0,,,,,,,,5.0,,,,1.0,,,X,X,www.beomeomuseum.org,051-508-6139,,False,,,,,,,,False,,,,False,,,0,2003,2025,22,경상권,부산 금정구,6.226536669287466,,,,,0.6931471805599453,,
박물관,KCDMMUS23N000000149,범어사 성보박물관(성보관),부산,금정구,청룡동,청룡노포동,129.0744008,35.27840746,2021-11-16,2021.11.16,day,278.0,2025-03-27,2025-03-27,4989.0,217.0,84.0,,,,,,5.0,,,,1.0,12363.0,44.0,X,X,www.beomeomuseum.org,051-508-6139,False,False,False,False,,,,,,False,,,,False,False,False,0,2021,2025,4,경상권,부산 금정구,8.515191188745565,5.384495062789089,4.442651256490317,,,0.6931471805599453,9.422544303252007,3.8066624897703196
박물관,KCDMMUS23N000000150,부산포민속박물관(휴관),부산,부산진구,부전동,부전2동,129.0603702,35.15554992,2006-05-02,2006.05.02,day,,2025-03-27,2025-03-27,403.0,,,,,,,,,,,560.0,,,,X,X,www.pusanpo.ac.kr,051-803-4300,,False,,,,,,,,,,,False,,,,0,2006,2025,19,경상권,부산 부산진구,6.0014148779611505,,,,6.329720905522696,,,
박물관,KCDMMUS23N000000151,아세안문화박물관,부산,해운대구,좌동,좌4동,129.1820609,35.17516084,2017-09-01,2017.09.01,day,301.0,2025-03-27,2025-03-27,2640.0,438.0,,,,,,,2.0,,,,10.0,34440.0,114.0,X,X,www.ach.or.kr,051-775-2000,False,False,False,,,,,,,False,,,,False,False,False,0,2017,2025,8,경상권,부산 해운대구,7.878912912297133,6.0844994130751715,,,,2.3978952727983707,10.447002994124777,4.74493212836325
박물관,KCDMMUS23N000000152,오륜대한국순교자박물관(휴관),부산,금정구,부곡동,부곡3동,129.1009016,35.24570172,1982-09-25,1982.09.25,day,,2025-03-27,2025-03-27,1317.0,112.0,1000.0,,,,,,2.0,1.0,,26.0,3.0,,,X,X,oryundaemuseum.modoo.at,051-583-2923,,False,False,True,,,,,,False,False,,False,False,,,1,1982,2025,43,경상권,부산 금정구,7.183870715062453,4.727387818712341,6.90875477931522,,3.295836866004329,1.3862943611198906,,
박물관,KCDMMUS23N000000153,유엔평화기념관,부산,남구,대연동,대연4동,129.0932569,35.12475247,2014-11-11,2014.11.11,day,310.0,2025-03-27,2025-03-27,6810.0,619.0,306.0,,,,,,2.0,,6.0,3996.0,13.0,106505.0,343.0,X,X,unpm.or.kr,051-901-1400,False,False,True,True,,,,,,False,,False,False,False,False,False,2,2014,2025,11,경상권,부산 남구,8.826294231241318,6.429719478039138,5.726847747587197,,8.293299358711323,2.6390573296152584,11.575956600572859,5.840641657373398
박물관,KCDMMUS23N000000154,증권박물관(부산관),부산,남구,문현동,문현2동,129.0654725,35.14828237,2019-12-09,2019.12.09,day,295.0,2025-03-27,2025-03-27,2728.0,143.0,216.0,,,,,,3.0,,6.0,5700.0,5.0,10468.0,35.0,X,X,www.museum.ksd.or.kr,051-519-0600,False,False,False,True,,,,,,False,,False,False,False,False,False,1,2019,2025,6,경상권,부산 남구,7.911690520708339,4.969813299576001,5.37989735354046,,8.648396877031582,1.791759469228055,9.256173788319355,3.58351893845611
박물관,KCDMMUS23N000000155,한국거래소 자본시장역사박물관,부산,남구,문현동,문현2동,129.0658548,35.14649173,2019-04-04,2019.04.04,day,188.0,2025-03-27,2025-03-27,24856.0,140.0,220.0,,,,,,4.0,,,10645.0,22.0,8092.0,43.0,X,O,main.krxverse.co.kr,051-662-2424,False,False,False,True,,,,,,False,,,False,False,False,False,1,2019,2025,6,경상권,부산 남구,10.1208946819984,4.948759890378168,5.3981627015177525,,9.272939513732704,3.1354942159291497,8.998754769495703,3.784189633918261
박물관,KCDMMUS23N000000156,한국기독교선교박물관,부산,동래구,수안동,수민동,129.0824374,35.20171706,2009-09-27,2009.09.27,day,247.0,2025-03-27,2025-03-27,2052.0,,26.0,,,,,,1.0,,,1000.0,3.0,7179.0,29.0,X,X,www.museum-kcm.or.kr,051-555-3096,False,False,,False,,,,,,False,,,False,False,False,False,0,2009,2025,16,경상권,부산 동래구,7.627057417018934,,3.295836866004329,,6.90875477931522,1.3862943611198906,8.87905466204227,3.4011973816621555
박물관,KCDMMUS23N000000157,동아대학교 박물관,부산,서구,부민동2가,부민동,129.0194146,35.10374099,1959-11-01,1959.11.01,day,286.0,2025-03-27,2025-03-27,6926.0,163.5,,,,,,,6.0,,18.0,,21.0,31589.0,110.0,O,X,museum.donga.ac.kr,051-200-8493,False,False,False,,,,,,,False,,False,,False,False,False,0,1959,2025,66,경상권,부산 서구,8.843182098022606,5.1029105702054265,,,,3.091042453358316,10.36059589379613,4.709530201312334
박물관,KCDMMUS23N000000158,동의대학교박물관,부산,부산진구,가야동,가야1동,129.0363099,35.14431845,1986-05-07,1986.05.07,day,248.0,2025-03-27,2025-03-27,1894.37,109.26,181.4,,,,,,3.0,,,17914.0,,1197.0,5.0,X,X,www.deu.ac.kr/www/content/98,051-890-1741,False,False,False,False,,,,,,False,,,False,,False,False,0,1986,2025,39,경상권,부산 부산진구,7.547169349117228,4.702841213161538,5.206202077640231,,9.793393629739054,,7.088408778675395,1.791759469228055
박물관,KCDMMUS23N000000159,부산보건대학교 석파박물관,부산,사하구,괴정동,괴정3동,128.9972309,35.10672375,1995-10-18,1995.10.18,day,260.0,2025-03-27,2025-03-27,705.78,,,,,,,,,,,,,780.0,3.0,X,X,museum.bhu.ac.kr/museum,051-200-3247,False,False,,,,,,,,,,,,,False,False,0,1995,2025,30,경상권,부산 사하구,6.560719443497366,,,,,,6.660575149839686,1.3862943611198906
박물관,KCDMMUS23N000000160,부경대학교박물관,부산,남구,대연동,대연3동,129.1050455,35.13117803,1984-05-24,1984.05.24,day,207.0,2025-03-27,2025-03-27,1923.74,151.44,30.1,3.0,,,2.0,,,,,11125.0,6.0,9936.0,48.0,X,X,museum.pknu.ac.kr,051-629-6771,False,False,False,False,False,,,False,,,,,False,False,False,False,0,1984,2025,41,경상권,부산 남구,7.56254617266473,5.02677107600566,3.4372078191851885,1.3862943611198906,9.317039990635239,1.9459101490553132,9.204020443231363,3.8918202981106265
박물관,KCDMMUS23N000000161,부산과학기술대학교 민속자료실 박물관(휴관),부산,북구,구포동,구포3동,129.0053031,35.19419451,1993-11-12,1993.11.12,day,,2025-03-27,2025-03-27,321.0,100.0,60.0,,,,,,,,,,,,,X,X,bisthome.bist.ac.kr,051-330-7076,,False,False,False,,,,,,,,,,,,,0,1993,2025,32,경상권,부산 북구,5.7745515455444085,4.61512051684126,4.110873864173311,,,,,
박물관,KCDMMUS23N000000162,부산교육대학교 교육박물관(한새갤러리),부산,연제구,거제동,거제1동,129.0770792,35.19568453,2016-11-05,2016.11.05,day,240.0,2025-03-27,2025-03-27,143298.0,,17.0,,,1.0,,,,,,,2.0,2400.0,10.0,X,X,museum.bnue.ac.kr,051-500-7653,False,True,,False,,,False,,,,,,,False,False,False,1,2016,2025,9,경상권,부산 연제구,11.872688635424852,,2.8903717578961645,,,1.0986122886681098,7.783640596221253,2.3978952727983707
박물관,KCDMMUS23N000000163,부산대학교박물관,부산,금정구,장전동,장전2동,129.0838245,35.2322428,1964-05-15,1964.05.15,day,,2025-03-27,2025-03-27,2475.0,84.0,129.0,6.0,,,5.0,,,,,35000.0,6.0,,,X,X,pnumuseum.pusan.ac.kr,051-510-1838,,False,False,False,False,,,False,,,,,True,False,,,1,1964,2025,61,경상권,부산 금정구,7.814399633804487,4.442651256490317,4.867534450455582,1.9459101490553132,10.463131911491967,1.9459101490553132,,
박물관,KCDMMUS23N000000164,부산여자대학교 한국차박물관,부산,부산진구,양정동,양정1동,129.0720552,35.16923652,1983-07-07,1983.07.07,day,245.0,2025-03-27,2025-03-27,610.0,,,,,,,,,,,,,100.0,0.4,X,X,www.Bwc.ac.kr/sch/index.asp,051-850-3112,False,False,,,,,,,,,,,,,False,False,0,1983,2025,42,경상권,부산 부산진구,6.415096959171596,,,,,,4.61512051684126,0.33647223662121295
박물관,KCDMMUS23N000000165,신라대학교박물관,부산,사상구,괘법동,괘법동,128.9977969,35.1720525,1984-12-04,1984.12.04,day,245.0,2025-03-27,2025-03-27,593.0,,130.0,,,,,,,,,15000.0,1.0,501.0,2.0,X,X,museum.silla.ac.kr/museum,051-999-6339,False,False,,False,,,,,,,,,False,False,False,False,0,1984,2025,41,경상권,부산 사상구,6.386879319362645,,4.875197323201151,,9.61587214452889,0.6931471805599453,6.218600119691729,1.0986122886681098
박물관,KCDMMUS23N000000166,한국해양대학교박물관,부산,영도구,동삼동,동삼2동,129.0871313,35.07440691,1985-05-29,1985.05.29,day,247.0,2025-03-27,2025-03-27,5570.0,66.0,,,,1.0,,,,,,,,1069.0,4.0,X,O,www.kmou.ac.kr/museum/main.do,051-410-4086,False,False,False,,,,False,,,,,,,,False,False,0,1985,2025,40,경상권,부산 영도구,8.625329850020815,4.204692619390966,,,,,6.975413927455952,1.6094379124341003
박물관,KCDMMUS23N000000167,국립대구박물관,대구,수성구,황금동,황금1동,128.6383419,35.84557453,1994-12-07,1994.12.07,day,310.0,2025-03-27,2025-03-27,101094.0,648.0,32.0,9.0,1.0,17.0,,32.0,,,,41275.0,11.0,805883.0,2600.0,O,X,daegu.museum.go.kr,053-768-6051,False,True,True,False,False,False,False,,False,,,,True,False,True,True,5,1994,2025,31,경상권,대구 수성구,11.5238159478014,6.47543271670409,3.4965075614664802,2.302585092994046,10.628036496235605,2.4849066497880004,13.599695090535668,7.8636512654486515
박물관,KCDMMUS23N000000168,국채보상운동기념관,대구,중구,동인동2가,동인동,128.6017388,35.86930105,2011-10-05,2011.10.05,day,306.0,2025-03-27,2025-03-27,365.0,109.0,,2.0,,,,,,,,,11.0,15136.0,49.4,O,X,www.gukchae.com,053-745-6753,False,False,False,,False,,,,,,,,,False,False,False,0,2011,2025,14,경상권,대구 중구,5.902633333401366,4.700480365792417,,1.0986122886681098,,2.4849066497880004,9.624897356762565,3.919991175077323
박물관,KCDMMUS23N000000169,대구교육박물관,대구,북구,산격동,산격3동,128.6118383,35.8973687,2018-06-15,2018.06.15,day,306.0,2025-03-27,2025-03-27,14003.0,572.0,86.6,2.0,,12.0,,32.0,,,,2194.0,25.0,45438.0,148.0,X,O,"www.dge.go.kr/dme/main.do
www.dge.go.kr/emuseum/main.do",053-231-1790,False,False,True,False,False,,False,,False,,,,False,False,False,False,1,2018,2025,7,경상권,대구 북구,9.547098282074556,6.35088571671474,4.472780997942346,1.0986122886681098,7.693937325509272,3.258096538021482,10.724126046110621,5.003946305945459
박물관,KCDMMUS23N000000170,대구근대역사관,대구,중구,포정동,성내2동,128.5911599,35.87179779,2011-01-24,2011.01.24,day,309.0,2025-03-27,2025-03-27,1649.6,60.0,32.0,1.0,,2.0,1.0,,,,,3012.0,52.0,63513.0,205.0,X,O,https://daeguartscenter.or.kr/dmhm,053-606-6430,False,False,False,False,False,,False,False,,,,,False,True,False,False,1,2011,2025,14,경상권,대구 중구,7.408894137158584,4.110873864173311,3.4965075614664802,0.6931471805599453,8.0106915391303,3.970291913552122,11.05901563302125,5.327876168789581
박물관,KCDMMUS23N000000171,대구섬유박물관,대구,동구,봉무동,불로.봉무동,128.640295,35.9190995,2015-05-29,2015.05.29,day,311.0,2025-03-27,2025-03-27,4577.0,310.0,121.0,5.0,,,5.0,399.0,,,,1575.0,49.0,63773.0,205.0,O,O,,053-980-1004,False,False,False,False,False,,,False,True,,,,False,True,False,False,2,2015,2025,10,경상권,대구 동구,8.429017500512511,5.739792912179234,4.804021044733257,1.791759469228055,7.362645270417825,3.912023005428146,11.063100862761637,5.327876168789581
박물관,KCDMMUS23N000000172,대구약령시한의약박물관,대구,중구,남성로,성내2동,128.5899085,35.86851636,1985-09-25,1985.09.25,day,310.0,2025-03-27,2025-03-27,3495.0,121.0,,1.0,,,1.0,167.0,,,,,7.0,83982.0,271.0,O,X,www.daegu.go.kr/dgom,053-253-4729,False,False,False,,False,,,False,True,,,,,False,False,False,1,1985,2025,40,경상권,대구 중구,8.159374736775426,4.804021044733257,,0.6931471805599453,,2.0794415416798357,11.338369676391281,5.605802066295998
박물관,KCDMMUS23N000000173,대구향토역사관,대구,중구,달성동,성내3동,128.5759183,35.87339859,1997-10-01,1997.10.01,day,309.0,2025-03-27,2025-03-27,369.0,31.0,,2.0,,3.0,2.0,,,,,1468.0,8.0,50559.0,164.0,X,X,daeguartcenter.or.kr/hyangto,053-606-6421,False,False,False,,False,,False,False,,,,,False,False,False,False,0,1997,2025,28,경상권,대구 중구,5.91350300563827,3.4657359027997265,,1.0986122886681098,7.292337176173877,2.1972245773362196,10.83091602882074,5.10594547390058
