facility_type,ID,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,FCLTY_LO,FCLTY_LA,OPNNG_DE,OPNNG_DE_RAW,OPNNG_DE_PRECISION,OPNNG_DAY_CO,BASE_DE,LAST_CHG_DE,LND_AR_VALUE,EDC_FCLTY_AR_VALUE,DATA_SPCE_AR_VALUE,NMPR_CO,QUALF_HOLD_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,PRFSN_CO,PRVATE_VLNTER_CO,DATA_CO,TOT_PROGRM_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,MOBILE_PROVD_AT,SOUND_PROVD_AT,HMPG_ADDR,TEL_NO
박물관,KCDMMUS23N000000346,유진민속박물관,경기,고양시 덕양구,원흥동,흥도동,126.8657837,37.64585399,2009-11-30,2009.11.30,day,231.0,2025-03-27,2025-03-27,728.0,71.0,52.0,,,,,,2.0,1.0,,448.0,18.0,14544.0,63.0,X,X,www.yujinnfm.com,031-966-5262
박물관,KCDMMUS23N000000347,유니스의정원 보타닉하우스,경기,안산시 상록구,팔곡일동,반월동,126.8892696,37.31067861,2014-06-25,2014.06.25,day,310.0,2025-03-27,2025-03-27,88151.0,89.0,,,,,,,2.0,,,500.0,14.0,96720.0,312.0,X,X,eunicesgarden.com,031-437-2525 (내선312)
박물관,KCDMMUS23N000000348,일본군'위안부'역사관,경기,광주시,퇴촌면 원당리,퇴촌면,127.3220197,37.44284693,1998-08-14,1998.08.14,day,210.0,2025-03-27,2025-03-27,2323.0,198.0,46.0,,,,,,3.0,,20.0,2000.0,5.0,2392.0,11.0,X,X,www.nanum.org,031-768-0065
박물관,KCDMMUS23N000000349,조명박물관,경기,양주시,광적면 석우리,광적면,126.9675306,37.83609524,2004-05-15,2004.05.15,day,339.0,2025-03-27,2025-03-27,21856.0,109.0,,,,,,,4.0,,,,4.0,47944.0,141.0,X,X,www.lighting-museum.com,070-7780-8911
박물관,KCDMMUS23N000000350,조병화문학관,경기,안성시,양성면 난실리,양성면,127.2216269,37.11208086,1993-02-06,1993.02.06,day,284.0,2025-03-27,2025-03-27,1029.0,63.0,,,,,,,2.0,1.0,3.0,,6.0,2350.0,8.0,X,X,www.poetcho.com,031-674-0307
박물관,KCDMMUS23N000000351,종자와 시인박물관,경기,연천군,연천읍 고문리,연천읍,127.1099449,38.06419252,2020-03-06,2020.03.06,day,88.0,2025-03-27,2025-03-27,9580.0,18.0,,,,,,,1.0,,15.0,,4.0,2000.0,23.0,X,X,www.fspmlove.co.kr,031-834-9493
박물관,KCDMMUS23N000000352,(재)중남미문화원병설박물관,경기,고양시 덕양구,고양동,고양동,126.8953651,37.70359326,1994-10-07,1994.10.07,day,311.0,2025-03-27,2025-03-27,11481.0,105.0,,,,,,,3.0,1.0,1.0,,3.0,23348.0,75.0,O,X,www.latina.or.kr,"031-962-9291, 7171"
박물관,KCDMMUS23N000000353,증권박물관,경기,고양시 일산동구,백석동,백석2동,126.7859857,37.63853809,2004-05-27,2004.05.27,day,47.0,2025-03-27,2025-03-27,1041.0,661.0,,,,,,,3.0,,,,6.0,678.0,14.0,X,X,www.museum.ksd.or.kr,031-900-7070
박물관,KCDMMUS23N000000354,창조자연사박물관,경기,시흥시,신천동,신천동,126.7864731,37.43371524,2005-03-28,2005.03.28,day,250.0,2025-03-27,2025-03-27,4562.0,246.0,,,,,,,,,2.0,,3.0,4134.0,16.0,X,X,www.cjmuseum.net,031-435-1009
박물관,KCDMMUS23N000000355,철도박물관,경기,의왕시,월암동,부곡동,126.951299,37.31404764,1988-01-26,1988.01.26,day,288.0,2025-03-27,2025-03-27,28082.0,60.0,25.0,,,,,,1.0,,2.0,150.0,9.0,154860.0,538.0,X,X,www.railroadmuseum.co.kr,031-461-3610
박물관,KCDMMUS23N000000356,충현박물관,경기,광명시,소하동,소하2동,126.8777258,37.4339273,2003-10-24,2003.10.24,day,237.0,2025-03-27,2025-03-27,4739.3,131.0,131.0,,,,,,1.0,,,3386.0,,4772.0,20.0,X,X,www.chunghyeon.org/,02-898-0505
박물관,KCDMMUS23N000000357,타임앤블레이드박물관,경기,파주시,탄현면 법흥리,탄현면,126.6978703,37.78734999,2009-09-30,2009.09.30,day,254.0,2025-03-27,2025-03-27,848.2,165.0,23.1,,,,,,2.0,,,150.0,,1313.0,5.0,X,X,www.time-blade.com,031-949-5675
박물관,KCDMMUS23N000000358,파주나비나라박물관,경기,파주시,문발동,교하동,126.6869124,37.71485205,2008-04-15,2008.04.15,day,250.0,2025-03-27,2025-03-27,1145.0,53.0,,,,,,,2.0,1.0,,300.0,8.0,6845.0,27.0,X,O,www.nabynara.com,031-955-3727
박물관,KCDMMUS23N000000359,풀짚공예박물관,경기,광주시,신현동,신현동,127.1651006,37.36418022,2006-06-06,2006.06.06,day,311.0,2025-03-27,2025-03-27,501.0,60.0,,,,,,,4.0,,,1800.0,15.0,5723.0,18.0,X,X,www.pulzip.com,031-717-4538
박물관,KCDMMUS23N000000360,프라움악기박물관,경기,남양주시,와부읍 도곡리,와부읍,127.2270492,37.56850845,2011-09-29,2011.09.29,day,296.0,2025-03-27,2025-03-27,1491.0,33.0,,,,,,,,,,1500.0,8.0,21000.0,71.0,X,X,www.praum.or.kr,031-521-6043
박물관,KCDMMUS23N000000361,한과문화박물관,경기,포천시,영북면 산정리,영북면,127.3037294,38.0683561,2008-04-25,2008.04.25,day,96.0,2025-03-27,2025-03-27,4956.0,10.9,,,,,,,,,1.0,,4.0,6700.0,70.0,X,X,www.hangaone.co.kr,031-533-8121
박물관,KCDMMUS23N000000362,한국근현대사박물관,경기,파주시,탄현면 법흥리,탄현면,126.6952019,37.79087271,2013-04-10,2013.04.10,day,310.0,2025-03-27,2025-03-27,955.5,,,,,,,,6.0,1.0,,,,10000.0,32.0,X,X,www.kmhm.or.kr,031-957-1125
박물관,KCDMMUS23N000000363,한국기독교역사박물관,경기,이천시,대월면 초지리,대월면,127.4992512,37.22281443,2001-11-30,2001.11.30,day,248.0,2025-03-27,2025-03-27,1520.0,83.0,300.0,,,,,,1.0,1.0,,98049.0,4.0,1427.0,5.8,O,X,www.kchmuseum.org,031-632-1391
박물관,KCDMMUS23N000000364,(재)한국등잔박물관,경기,용인시 처인구,모현읍 능원리,모현읍,127.1778809,37.33658645,1997-09-28,1997.09.28,day,252.0,2025-03-27,2025-03-27,4620.0,800.0,20.0,,,,,,3.0,,20.0,500.0,12.0,6022.0,24.0,X,X,deungjan.org,031-334-0797
박물관,KCDMMUS23N000000365,한국민속촌 박물관,경기,용인시 기흥구,보라동,보라동,127.1225431,37.25913189,1996-12-16,1996.12.16,day,365.0,2025-03-27,2025-03-27,26738.0,,21.0,,,,,,4.0,,,412.0,114.0,217434.0,596.0,O,O,www.koreanfolk.co.kr,031-288-0000
박물관,KCDMMUS23N000000366,한국조리박물관,경기,안성시,일죽면 주천리,일죽면,127.4902929,37.09101912,2020-07-21,2020.07.21,day,300.0,2025-03-27,2025-03-27,3167.0,,,,,,,,2.0,,3.0,,10.0,5599.0,18.6,X,X,moca-museum.co.kr,031-673-9966
박물관,KCDMMUS23N000000367,한국카메라박물관,경기,과천시,막계동,문원동,127.005667,37.43505342,2000-10-06,2000.10.06,day,218.0,2025-03-27,2025-03-27,397.0,180.0,42.0,,,,,,2.0,2.0,,1100.0,7.0,6735.0,31.0,O,X,kcpm.or.kr,02-502-4123
박물관,KCDMMUS23N000000368,한길책박물관,경기,파주시,탄현면 법흥리,탄현면,126.6979379,37.78926128,2012-06-02,2012.06.02,day,260.0,2025-03-27,2025-03-27,4235.0,207.0,,,,,,,2.0,1.0,,,,2650.0,10.0,X,X,hangilbm.modoo.at,031-949-9786
박물관,KCDMMUS23N000000369,한향림옹기박물관,경기,파주시,탄현면 법흥리,탄현면,126.7009185,37.78995433,2004-03-24,2004.03.24,day,276.0,2025-03-27,2025-03-27,933.8,,12.6,,,,,,2.0,,,,5.0,3900.0,14.0,X,X,onggimuseum.modoo.at,031-948-1001
박물관,KCDMMUS23N000000370,허브아일랜드식물원,경기,포천시,신북면 삼정리,신북면,127.1317065,37.96592816,1998-10-03,1998.10.03,day,317.0,2025-03-27,2025-03-27,10919.0,,17.0,,,,,,1.0,,,1000.0,8.0,345719.0,1091.0,X,X,www.herbisland.co.kr,031-535-6495
박물관,KCDMMUS23N000000371,호암미술관,경기,용인시 처인구,포곡읍 가실리,포곡읍,127.192333,37.29321604,1982-04-22,1982.04.22,day,309.0,2025-03-27,2025-03-27,91564.0,120.0,,,,,,,2.0,,60.0,,1.0,264000.0,854.0,O,X,www.hoammuseum.org,031-320-1801
박물관,KCDMMUS23N000000372,화폐박물관,경기,파주시,탄현면 법흥리,탄현면,126.6973145,37.79080491,2008-06-06,2008.06.06,day,250.0,2025-03-27,2025-03-27,460.0,,,,,,,,1.0,,,,2.0,2500.0,10.0,X,X,cafe.naver.com/currencymuseum,031-949-6592
박물관,KCDMMUS23N000000373,경기대학교소성박물관,경기,수원시 영통구,이의동,광교1동,127.0401091,37.30024015,1983-10-27,1983.10.27,day,171.0,2025-03-27,2025-03-27,4140.0,80.0,93.0,,,,,,6.0,,,8000.0,11.0,18059.0,105.0,X,X,"www.kyonggi.ac.kr/kgumuseum/index.do(홈페이지)
https://www.instagram.com/kgumuseum/(인스타그램)
https://www.facebook.com/kmuseum(페이스북)
https://blog.naver.com/kgumuseum(블로그)",031-249-8901
박물관,KCDMMUS23N000000374,경희대학교 혜정박물관,경기,용인시 기흥구,서천동,서농동,127.0811988,37.23980015,2005-05-10,2005.05.10,day,236.0,2025-03-27,2025-03-27,1010005.0,45.3,,,,,,,6.0,,,,1.0,586.0,2.0,X,X,oldmaps.khu.ac.kr,031-201-2014
박물관,KCDMMUS23N000000375,단국대학교 석주선기념박물관,경기,용인시 수지구,죽전동,죽전3동,127.1325359,37.32119387,1967-11-03,1967.11.03,day,180.0,2025-03-27,2025-03-27,4844.0,219.0,145.0,,,,,,4.0,,,26277.0,2.0,10541.0,59.0,O,X,museum.dankook.ac.kr,031-8005-2389
박물관,KCDMMUS23N000000376,단국역사관,경기,용인시 수지구,죽전동,죽전3동,127.1325359,37.32119387,2019-11-01,2019.11.01,day,200.0,2025-03-27,2025-03-27,1237.0,,90.0,,,,,,2.0,,,1000.0,1.0,1000.0,5.0,X,X,cms.dankook.ac.kr/web/historymuseum,031-8005-2089
박물관,KCDMMUS23N000000377,명지대학교박물관,경기,용인시 처인구,남동,중앙동,127.1901837,37.22180726,1979-03-15,1979.03.15,day,230.0,2025-03-27,2025-03-27,2080.0,,64.0,,,,,,1.0,,7.0,15220.0,8.0,2440.0,11.0,X,X,mum.mju.ac.kr blog.naver.com/mjmuseum,031-330-6074
박물관,KCDMMUS23N000000378,수원대학교박물관,경기,화성시,봉담읍 와우리,봉담읍,126.9794804,37.21011748,1987-09-25,1987.09.25,day,240.0,2025-03-27,2025-03-27,1573.26,,46.0,,,,,,2.0,,,6000.0,,2000.0,8.0,X,X,museum.suwon.ac.kr,031-220-2341
박물관,KCDMMUS23N000000379,신구대학교 우촌박물관,경기,성남시 중원구,금광동,금광2동,127.1676966,37.44885139,1999-10-20,1999.10.20,day,260.0,2025-03-27,2025-03-27,7799.2,55.9,38.48,,,,,,1.0,,,568.0,4.0,2215.0,9.0,X,X,museum.shingu.ac.kr,031-740-1258
박물관,KCDMMUS23N000000380,아주대학교 도구박물관,경기,수원시 영통구,원천동,원천동,127.0441282,37.28319217,1993-11-07,1993.11.07,day,240.0,2025-03-27,2025-03-27,466700.0,,,,,,,,1.0,3.0,,,4.0,9952.0,41.0,X,X,museum.ajou.ac.kr,031-219-2907
박물관,KCDMMUS23N000000381,용인대학교박물관,경기,용인시 처인구,삼가동,삼가동,127.1707243,37.22787888,2005-09-01,2005.09.01,day,109.0,2025-03-27,2025-03-27,3944.0,,52.89,,,,,,2.0,,,,,1969.0,18.0,X,X,www.yongin.ac.kr/cmn/wvtex/nibr/dept/DSC006/deptMain.do,031-8020-3001
박물관,KCDMMUS23N000000382,청강만화역사박물관,경기,이천시,마장면 해월리,마장면,127.3564962,37.20645349,2002-12-10,2002.12.10,day,247.0,2025-03-27,2025-03-27,1416.0,,44.0,,,,,,1.0,,,1000.0,,1246.0,5.0,X,X,museum.ck.ac.kr,031-639-5790
박물관,KCDMMUS23N000000383,한국항공대학교 항공우주박물관,경기,고양시 덕양구,화전동,대덕동,126.8641725,37.59901633,2004-08-04,2004.08.04,day,312.0,2025-03-27,2025-03-27,6321.0,50.0,7.0,,,,,,1.0,,17.0,600.0,22.0,30000.0,96.0,X,X,www.aerospacemuseum.or.kr,02-300-0467
박물관,KCDMMUS23N000000384,한신대학교 박물관,경기,오산시,양산동,세마동,127.027452,37.19259432,1991-03-02,1991.03.02,day,145.0,2025-03-27,2025-03-27,8729.0,200.0,31.0,,,,,,2.0,2.0,,10000.0,2.0,1350.0,9.0,X,X,www.hs.ac.kr/hsmuseum/index.do,031-379-0195
박물관,KCDMMUS23N000000385,국립춘천박물관,강원특별자치도,춘천시,석사동,석사동,127.7520879,37.86384113,2002-10-30,2002.10.30,day,312.0,2025-03-27,2025-03-27,49346.0,1587.0,127.0,15.0,6.0,15.0,3.0,,,,,30765.0,16.0,218650.0,701.0,O,X,chuncheon.museum.go.kr,033-260-1500
박물관,KCDMMUS23N000000386,강원경찰박물관,강원특별자치도,춘천시,신북읍 율문리,신북읍,127.7499184,37.92529248,2002-07-11,2002.07.11,day,300.0,2025-03-27,2025-03-27,5298.0,,,,,2.0,,,,,,,,8049.0,27.0,X,X,www.gwpolice.go.kr,033-245-0481
박물관,KCDMMUS23N000000387,국립산악박물관,강원특별자치도,속초시,노학동,노학동,128.5404709,38.20277848,2014-11-08,2014.11.08,day,236.0,2025-03-27,2025-03-27,36333.0,113.0,39.0,3.0,,,,15.0,,,,3373.0,9.0,93541.0,396.0,O,X,nmm.forest.go.kr,033-638-4459
박물관,KCDMMUS23N000000388,6.25전쟁체험기념관,강원특별자치도,고성군,현내면 명호리,현내면,128.3737546,38.58413791,2007-06-25,2007.06.25,day,365.0,2025-03-27,2025-03-27,3196.0,,,,,,,,,,,,,524729.0,1438.0,X,X,www.tougiltour.co.kr,033-680-3353
박물관,KCDMMUS23N000000389,강원특별자치도 디엠제트박물관,강원특별자치도,고성군,현내면 송현리,현내면,128.382599,38.57630459,2009-08-14,2009.08.14,day,307.0,2025-03-27,2025-03-27,139445.0,1169.0,,2.0,,8.0,,,,,,,3.0,254489.0,829.0,X,X,www.dmzmuseum.com,033-681-0625
박물관,KCDMMUS23N000000390,강원특별자치도 산림박물관,강원특별자치도,춘천시,사농동,신사우동,127.725156,37.92264446,2002-10-31,2002.10.31,day,350.0,2025-03-27,2025-03-27,14993.0,112.0,64.2,1.0,,37.0,,,,,,301.0,1.0,209565.0,599.0,X,X,www.gwpa.kr,033-248-6691
박물관,KCDMMUS23N000000391,강원특별자치도 탄광문화촌,강원특별자치도,영월군,북면 마차리,북면,128.4669404,37.26314511,2009-10-20,2009.10.20,day,312.0,2025-03-27,2025-03-27,88556.0,,,,,,,,,,,,,33272.0,106.0,X,O,www.ywmuseum.com,033-372-1520
박물관,KCDMMUS23N000000392,김시습기념관,강원특별자치도,강릉시,운정동,경포동,128.8876192,37.78625614,2007-06-15,2007.06.15,day,240.0,2025-03-27,2025-03-27,2031.0,,,,,,,,,,,,,6175.0,26.0,X,X,,033-644-4600
박물관,KCDMMUS23N000000393,난고 김삿갓 문학관,강원특별자치도,영월군,김삿갓면 와석리,김삿갓면,128.6017278,37.0794787,2003-10-11,2003.10.11,day,313.0,2025-03-27,2025-03-27,4826.3,77.0,15.53,,,,,1.0,,,,20.0,1.0,18849.0,60.0,X,X,www.ywmuseum.com,033-375-7900
박물관,KCDMMUS23N000000394,단종역사관,강원특별자치도,영월군,영월읍 영흥리,영월읍,128.452903,37.19681177,2002-04-05,2002.04.05,day,365.0,2025-03-27,2025-03-27,3794.0,,,1.0,1.0,3.0,,,,,,,1.0,111339.0,305.0,X,X,www.ywmuseum.com,033-370-2656
박물관,KCDMMUS23N000000395,대관령박물관,강원특별자치도,강릉시,성산면 어흘리,성산면,128.8040772,37.71672961,2003-11-28,2003.11.28,day,362.0,2025-03-27,2025-03-27,9766.0,,,,,1.0,,,,,,,,10100.0,28.0,X,X,www.gn.go.kr/museum,033-660-3830
박물관,KCDMMUS23N000000396,동강사진박물관,강원특별자치도,영월군,영월읍 하송리,영월읍,128.4615943,37.18191725,2005-07-23,2005.07.23,day,365.0,2025-03-27,2025-03-27,20452.0,95.0,95.0,1.0,1.0,,,,,,,1900.0,5.0,27794.0,76.0,X,X,www.dgphotomuseum.com,033-375-4554
박물관,KCDMMUS23N000000397,동강생태정보센터,강원특별자치도,영월군,영월읍 삼옥리,영월읍,128.5053696,37.22821996,2010-08-25,2010.08.25,day,313.0,2025-03-27,2025-03-27,180281.0,,45.0,,,1.0,,,,,,,1.0,20916.0,67.0,X,X,www.ywmuseum.com,033-375-1155
박물관,KCDMMUS23N000000398,라디오스타박물관,강원특별자치도,영월군,영월읍 영흥리,영월읍,128.4767832,37.18534357,2015-08-14,2015.08.14,day,317.0,2025-03-27,2025-03-27,4949.0,131.0,17.4,,,,,31.0,,,,10.0,6.0,10555.0,33.0,X,X,www.radiostar.or.kr,033-372-8123
박물관,KCDMMUS23N000000399,마리소리골악기박물관,강원특별자치도,홍천군,서석면 검산리,서석면,128.2511329,37.73790343,2007-10-29,2007.10.29,day,307.0,2025-03-27,2025-03-27,2339.0,89.0,,1.0,,,,,,,,,4.0,4810.0,16.0,X,X,www.hongcheon.go.kr/museum,033-430-4385
박물관,KCDMMUS23N000000400,박인환문학관,강원특별자치도,인제군,인제읍 상동리,인제읍,128.171738,38.06280343,2012-12-05,2012.12.05,day,311.0,2025-03-27,2025-03-27,13593.0,102.0,66.0,,,,,,,,,66.0,,45432.0,146.0,X,X,parkinhwan.or.kr/index.html,033-462-2086
박물관,KCDMMUS23N000000401,별마로천문대,강원특별자치도,영월군,영월읍 영흥리,영월읍,128.4857286,37.19943525,2001-10-13,2001.10.13,day,266.0,2025-03-27,2025-03-27,4057.6,268.2,,,,,,,,,,,6.0,55528.0,209.0,O,X,www.yao.or.kr,033-372-8445
박물관,KCDMMUS23N000000402,삼척시립박물관,강원특별자치도,삼척시,성남동,성내동,129.1584381,37.43887851,2000-03-29,2000.03.29,day,300.0,2025-03-27,2025-03-27,8192.0,106.0,80.0,2.0,1.0,1.0,,,,,,8298.0,3.0,10355.0,35.0,X,X,www.samcheok.go.kr/specialty/00468/00891.web,033-575-0768
박물관,KCDMMUS23N000000403,속초시립박물관,강원특별자치도,속초시,노학동,노학동,128.5382041,38.20105323,2005-11-04,2005.11.04,day,313.0,2025-03-27,2025-03-27,73234.0,686.0,29.0,2.0,,7.0,,,,,,12202.0,14.0,133641.0,427.0,O,X,sokchomuse.go.kr,033-639-2978
박물관,KCDMMUS23N000000404,숲사랑홍보관,강원특별자치도,강릉시,사천면 덕실리,사천면,128.8512441,37.81720688,2006-02-23,2006.02.23,day,275.0,2025-03-27,2025-03-27,9968.0,156.0,,,,,,,,,,,2.0,14000.0,51.0,X,X,www.gtdc.or.kr,033-640-4852
박물관,KCDMMUS23N000000405,아리랑박물관,강원특별자치도,정선군,정선읍 애산리,정선읍,128.6715648,37.37643253,2016-05-19,2016.05.19,day,313.0,2025-03-27,2025-03-27,1077.0,161.0,,,,,,,,,,,7.0,13746.0,44.0,X,X,www.arirangmuseum.or.kr,033-560-3031
박물관,KCDMMUS23N000000406,애니메이션박물관,강원특별자치도,춘천시,서면 현암리,서면,127.6918926,37.89306106,2003-10-01,2003.10.01,day,310.0,2025-03-27,2025-03-27,13962.0,586.0,586.0,,,,,,,,,,10.0,177458.0,572.0,X,X,"애니메이션박물관 www.gica.or.kr/Ani/index
토이로봇관 www.gica.or.kr/Toy/index",033-245-6470
박물관,KCDMMUS23N000000407,양구근현대사박물관,강원특별자치도,양구군,양구읍 하리,양구읍,127.9904157,38.12222626,2014-09-04,2014.09.04,day,316.0,2025-03-27,2025-03-27,28524.0,73.44,,1.0,,,1.0,,,,,,6.0,10091.0,32.0,X,X,www.ygpm.or.kr,033-480-7222
박물관,KCDMMUS23N000000408,양구백자박물관,강원특별자치도,양구군,방산면 장평리,방산면,127.9514018,38.20727018,2006-06-27,2006.06.27,day,316.0,2025-03-27,2025-03-27,11292.0,358.0,181.0,2.0,1.0,3.0,,,,,,3000.0,9.0,13832.0,44.0,O,X,www.yanggum.or.kr,033-480-7238
박물관,KCDMMUS23N000000409,양구선사박물관,강원특별자치도,양구군,양구읍 하리,양구읍,127.9903957,38.12359441,1997-10-20,1997.10.20,day,316.0,2025-03-27,2025-03-27,28524.0,121.75,,1.0,,,1.0,,,,,,12.0,10092.0,32.0,X,X,www.ygpm.or.kr,033-480-7221
박물관,KCDMMUS23N000000410,양구인문학박물관,강원특별자치도,양구군,양구읍 동수리,양구읍,127.9812784,38.12199475,2012-12-01,2012.12.01,day,312.0,2025-03-27,2025-03-27,9700.0,129.0,106.0,,,1.0,,,,,,3434.0,6.0,6000.0,19.0,X,X,www.ymunhak.or.kr,033-482-9800
박물관,KCDMMUS23N000000411,어촌민속전시관,강원특별자치도,삼척시,원덕읍 갈남리,원덕읍,129.3272457,37.26801725,2002-07-10,2002.07.10,day,352.0,2025-03-27,2025-03-27,28826.0,,,,,5.0,,,,,,,,100000.0,284.0,X,X,www.samcheok.go.kr/tour/01456/01463/01474.web,033-570-4611
박물관,KCDMMUS23N000000412,여초서예관,강원특별자치도,인제군,북면 용대리,북면,128.3197879,38.18891551,2013-06-05,2013.06.05,day,312.0,2025-03-27,2025-03-27,9917.0,,,1.0,1.0,,,,,,,,1.0,21592.0,69.0,X,X,www.yeochomuseum.kr,033-461-4081
박물관,KCDMMUS23N000000413,영월Y파크(술샘박물관),강원특별자치도,영월군,주천면 주천리,주천면,128.2692495,37.27395629,2019-06-14,2019.06.14,day,365.0,2025-03-27,2025-03-27,8475.0,218.0,,,,,,,,,,,13.0,72310.0,198.0,X,X,ypark.kr,033-372-9411
박물관,KCDMMUS23N000000414,영월동굴생태관,강원특별자치도,영월군,김삿갓면 진별리,김삿갓면,128.5367436,37.13035339,2009-09-04,2009.09.04,day,295.0,2025-03-27,2025-03-27,2978.0,32.6,,,,,,,,,,,,25343.0,86.0,X,X,www.ywmuseum.com,033-375-6828
박물관,KCDMMUS23N000000415,오산리선사유적박물관,강원특별자치도,양양군,손양면 오산리,손양면,128.6604696,38.08586012,2007-07-26,2007.07.26,day,362.0,2025-03-27,2025-03-27,11897.0,108.0,,1.0,,2.0,,,,,,,1.0,49732.0,137.0,X,X,yangyang.go.kr/gw/osm,033-670-2884
박물관,KCDMMUS23N000000416,오죽헌시립박물관,강원특별자치도,강릉시,죽헌동,경포동,128.8767084,37.77831328,1992-11-15,1992.11.15,day,362.0,2025-03-27,2025-03-27,94717.0,,132.0,7.0,4.0,14.0,,,,,,9853.0,3.0,586370.0,1620.0,O,O,www.gn.go.kr/museum,033-660-3301
박물관,KCDMMUS23N000000417,원주시역사박물관,강원특별자치도,원주시,봉산동,봉산동,127.9664164,37.34306245,2000-11-14,2000.11.14,day,311.0,2025-03-27,2025-03-27,7420.0,181.0,59.0,6.0,,9.0,1.0,,,,,12455.0,14.0,29978.0,96.0,X,X,whm.wonju.go.kr,033-737-4371
박물관,KCDMMUS23N000000418,의암류인석기념관,강원특별자치도,춘천시,남면 가정리,남면,127.5706532,37.74408591,2004-05-27,2004.05.27,day,311.0,2025-03-27,2025-03-27,59689.0,228.7,59.4,9.0,,,6.0,,,,,5969.0,30.0,15361.0,49.0,X,X,www.ryu.or.kr,033-264-3980
박물관,KCDMMUS23N000000419,인제산촌민속박물관,강원특별자치도,인제군,인제읍 상동리,인제읍,128.171738,38.06280343,2003-10-08,2003.10.08,day,311.0,2025-03-27,2025-03-27,20998.0,81.0,241.0,,,,,,,,,1000.0,3.0,45432.0,146.0,X,X,www.mvfm.kr,033-462-2086
박물관,KCDMMUS23N000000420,춘천인형극박물관,강원특별자치도,춘천시,사농동,신사우동,127.7201076,37.92092244,2004-08-06,2004.08.06,day,199.0,2025-03-27,2025-03-27,17274.0,200.0,,1.0,,,1.0,,,,,,2.0,5390.0,27.0,X,X,www.cocobau.com,033-242-8452
박물관,KCDMMUS23N000000421,태백고생대자연사박물관,강원특별자치도,태백시,동점동,구문소동,129.0397122,37.09484865,2010-10-27,2010.10.27,day,264.0,2025-03-27,2025-03-27,12727.0,1090.0,36.0,1.0,,3.0,,8.0,,,,1500.0,5.0,39084.0,148.0,X,X,tour.taebaek.go.kr/tpmuseum,033-581-8181
박물관,KCDMMUS23N000000422,태백석탄박물관,강원특별자치도,태백시,소도동,문곡소도동,128.9505641,37.11723204,1997-05-27,1997.05.27,day,313.0,2025-03-27,2025-03-27,23811.0,218.0,39.0,2.0,,2.0,,,,,,3015.0,5.0,66042.0,211.0,O,O,www.taebaek.go.kr/coalmuseum,033-552-7730
박물관,KCDMMUS23N000000423,파로호 안보전시관,강원특별자치도,화천군,간동면 구만리,간동면,127.7715293,38.09499205,2006-01-02,2006.01.02,day,300.0,2025-03-27,2025-03-27,17033.0,,,,,2.0,,,,,,,,8797.0,29.0,X,X,,033-440-2563
박물관,KCDMMUS23N000000424,팔랑민속관,강원특별자치도,양구군,동면 팔랑리,동면,128.0658656,38.20966834,1998-12-08,1998.12.08,day,315.0,2025-03-27,2025-03-27,900.0,,,,,,,,,,,,,315.0,1.0,X,X,,033-480-7211
박물관,KCDMMUS23N000000425,한국시집박물관,강원특별자치도,인제군,북면 용대리,북면,128.3184755,38.18865839,2014-10-03,2014.10.03,day,312.0,2025-03-27,2025-03-27,9459.0,75.0,60.0,,,,,,,,,5000.0,7.0,21219.0,68.0,O,O,한국시집박물관.org,033-463-4082
박물관,KCDMMUS23N000000426,"허균, 허난설헌기념관",강원특별자치도,강릉시,초당동,초당동,128.9096607,37.79187103,2007-02-01,2007.02.01,day,330.0,2025-03-27,2025-03-27,4551.0,,,,,,,,,,,,1.0,170833.0,518.0,X,X,,033-640-4798
박물관,KCDMMUS23N000000427,홍천박물관,강원특별자치도,홍천군,홍천읍 연봉리,홍천읍,127.8723934,37.68231788,2003-08-13,2003.08.13,day,307.0,2025-03-27,2025-03-27,5841.0,62.0,,1.0,,,,,,,,,6.0,14967.0,49.0,X,X,www.hongcheon.go.kr/museum,033-430-2427
박물관,KCDMMUS23N000000428,화진포 생태박물관,강원특별자치도,고성군,거진읍 화포리,거진읍,128.4436204,38.47219243,2013-06-07,2013.06.07,day,365.0,2025-03-27,2025-03-27,7439.0,,,,,3.0,,,,,,,,286522.0,785.0,X,X,,033-680-3363
박물관,KCDMMUS23N000000429,화천박물관,강원특별자치도,화천군,하남면 위라리,하남면,127.7040417,38.09780379,2006-03-28,2006.03.28,day,309.0,2025-03-27,2025-03-27,10390.0,217.0,,3.0,1.0,1.0,1.0,,,,,,7.0,20621.0,66.0,X,X,www.hcmuseum.kr,033-440-4547
박물관,KCDMMUS23N000000430,황영조기념관,강원특별자치도,삼척시,근덕면 초곡리,근덕면,129.2947244,37.30726054,1999-08-09,1999.08.09,day,365.0,2025-03-27,2025-03-27,11650.0,,,,,1.0,,,,,,,,6987.0,19.0,X,X,,033-576-0009
박물관,KCDMMUS23N000000431,강릉화폐전시관,강원특별자치도,강릉시,죽헌동,경포동,128.8767084,37.77831328,2023-11-07,2023.11.07,day,55.0,2025-03-27,2025-03-27,1637.0,133.76,,2.0,,16.0,,,,,,,,22000.0,400.0,O,O,gn.go.kr/moneymuseum,033-660-3302
